ad_spend_id,date,channel_id,campaign_id,adset_id,creative_id,impressions,clicks,conversions,spend,revenue_attributed
ad_2025-01-03_meta_paid,2025-01-03,meta_paid,campaign_14,adset_49,creative_83,45777,175,124,165.18,259.51
ad_2025-01-03_tiktok_paid,2025-01-03,tiktok_paid,campaign_5,adset_4,creative_40,18533,1059,83,285.11,844.03
ad_2025-01-04_meta_paid,2025-01-04,meta_paid,campaign_18,adset_4,creative_56,73227,188,11,176.65,273.74
ad_2025-01-04_tiktok_paid,2025-01-04,tiktok_paid,campaign_8,adset_50,creative_27,41485,161,133,135.0,202.06
ad_2025-01-05_meta_paid,2025-01-05,meta_paid,campaign_1,adset_15,creative_51,25675,544,196,287.22,701.74
ad_2025-01-05_tiktok_paid,2025-01-05,tiktok_paid,campaign_10,adset_41,creative_63,44100,1619,153,756.07,2135.63
ad_2025-01-06_meta_paid,2025-01-06,meta_paid,campaign_12,adset_13,creative_6,78084,715,160,603.33,771.6
ad_2025-01-06_tiktok_paid,2025-01-06,tiktok_paid,campaign_1,adset_34,creative_96,26735,184,160,97.33,149.68
ad_2025-01-07_meta_paid,2025-01-07,meta_paid,campaign_15,adset_17,creative_89,94340,576,72,300.55,396.18
ad_2025-01-07_tiktok_paid,2025-01-07,tiktok_paid,campaign_2,adset_34,creative_100,58395,452,78,622.65,1449.49
ad_2025-01-08_meta_paid,2025-01-08,meta_paid,campaign_4,adset_32,creative_51,43796,709,109,219.2,404.49
ad_2025-01-08_tiktok_paid,2025-01-08,tiktok_paid,campaign_17,adset_40,creative_99,48779,1061,101,415.44,898.66
ad_2025-01-09_meta_paid,2025-01-09,meta_paid,campaign_8,adset_50,creative_55,12452,1141,78,354.8,857.08
ad_2025-01-09_tiktok_paid,2025-01-09,tiktok_paid,campaign_20,adset_29,creative_27,45990,868,191,607.77,1550.0
ad_2025-01-10_meta_paid,2025-01-10,meta_paid,campaign_10,adset_48,creative_84,75946,427,71,648.09,1734.87
ad_2025-01-10_tiktok_paid,2025-01-10,tiktok_paid,campaign_13,adset_32,creative_75,37694,567,22,596.04,1306.03
ad_2025-01-11_meta_paid,2025-01-11,meta_paid,campaign_17,adset_42,creative_26,23701,1112,175,208.54,259.47
ad_2025-01-11_tiktok_paid,2025-01-11,tiktok_paid,campaign_1,adset_29,creative_37,44840,1856,193,215.0,498.05
ad_2025-01-12_meta_paid,2025-01-12,meta_paid,campaign_6,adset_9,creative_80,23729,1955,117,95.24,217.89
ad_2025-01-12_tiktok_paid,2025-01-12,tiktok_paid,campaign_11,adset_43,creative_55,81646,431,171,768.77,1153.15
ad_2025-01-13_meta_paid,2025-01-13,meta_paid,campaign_3,adset_12,creative_83,12336,1795,124,854.26,1733.04
ad_2025-01-13_tiktok_paid,2025-01-13,tiktok_paid,campaign_17,adset_7,creative_49,24880,529,122,186.4,379.75
ad_2025-01-14_meta_paid,2025-01-14,meta_paid,campaign_19,adset_43,creative_87,10362,1769,99,342.02,783.82
ad_2025-01-14_tiktok_paid,2025-01-14,tiktok_paid,campaign_17,adset_8,creative_95,66636,609,88,532.02,1210.26
ad_2025-01-15_meta_paid,2025-01-15,meta_paid,campaign_19,adset_44,creative_78,27691,692,192,169.33,245.32
ad_2025-01-15_tiktok_paid,2025-01-15,tiktok_paid,campaign_10,adset_26,creative_39,82369,1485,74,798.85,1494.05
ad_2025-01-16_meta_paid,2025-01-16,meta_paid,campaign_4,adset_36,creative_31,24787,1564,67,494.77,1100.68
ad_2025-01-16_tiktok_paid,2025-01-16,tiktok_paid,campaign_4,adset_30,creative_14,52424,1371,140,363.33,561.31
ad_2025-01-17_meta_paid,2025-01-17,meta_paid,campaign_2,adset_46,creative_22,76626,1422,63,438.36,1263.01
ad_2025-01-17_tiktok_paid,2025-01-17,tiktok_paid,campaign_12,adset_41,creative_47,99227,862,129,459.18,1115.7
ad_2025-01-18_meta_paid,2025-01-18,meta_paid,campaign_13,adset_10,creative_91,85909,551,22,580.97,1420.47
ad_2025-01-18_tiktok_paid,2025-01-18,tiktok_paid,campaign_10,adset_4,creative_16,73844,261,52,154.45,257.36
ad_2025-01-19_meta_paid,2025-01-19,meta_paid,campaign_16,adset_38,creative_67,66031,497,161,601.76,1097.39
ad_2025-01-19_tiktok_paid,2025-01-19,tiktok_paid,campaign_12,adset_18,creative_69,45970,775,146,461.01,824.42
ad_2025-01-20_meta_paid,2025-01-20,meta_paid,campaign_8,adset_2,creative_52,81419,1112,178,208.1,355.35
ad_2025-01-20_tiktok_paid,2025-01-20,tiktok_paid,campaign_13,adset_29,creative_43,43196,448,84,619.2,1455.13
ad_2025-01-21_meta_paid,2025-01-21,meta_paid,campaign_14,adset_6,creative_59,60065,527,104,199.17,497.12
ad_2025-01-21_tiktok_paid,2025-01-21,tiktok_paid,campaign_12,adset_10,creative_54,44044,1787,81,93.11,273.64
ad_2025-01-22_meta_paid,2025-01-22,meta_paid,campaign_6,adset_20,creative_40,29910,542,21,699.51,1053.66
ad_2025-01-22_tiktok_paid,2025-01-22,tiktok_paid,campaign_5,adset_34,creative_77,37971,1566,174,456.81,596.11
ad_2025-01-23_meta_paid,2025-01-23,meta_paid,campaign_14,adset_20,creative_70,15130,591,77,309.56,591.49
ad_2025-01-23_tiktok_paid,2025-01-23,tiktok_paid,campaign_4,adset_31,creative_78,58839,1106,161,262.33,431.57
ad_2025-01-24_meta_paid,2025-01-24,meta_paid,campaign_2,adset_27,creative_97,20478,1919,38,605.9,1795.25
ad_2025-01-24_tiktok_paid,2025-01-24,tiktok_paid,campaign_15,adset_50,creative_49,99287,1439,144,542.81,1182.19
ad_2025-01-25_meta_paid,2025-01-25,meta_paid,campaign_1,adset_36,creative_61,41850,740,84,459.41,988.58
ad_2025-01-25_tiktok_paid,2025-01-25,tiktok_paid,campaign_14,adset_22,creative_99,14818,1319,172,419.53,761.49
ad_2025-01-26_meta_paid,2025-01-26,meta_paid,campaign_14,adset_13,creative_29,13459,799,15,324.22,450.29
ad_2025-01-26_tiktok_paid,2025-01-26,tiktok_paid,campaign_13,adset_34,creative_72,63512,1430,78,529.14,1313.01
ad_2025-01-27_meta_paid,2025-01-27,meta_paid,campaign_16,adset_35,creative_78,31476,1600,185,132.57,188.98
ad_2025-01-27_tiktok_paid,2025-01-27,tiktok_paid,campaign_5,adset_44,creative_95,66206,1349,34,472.33,860.0
ad_2025-01-28_meta_paid,2025-01-28,meta_paid,campaign_9,adset_14,creative_43,69063,1150,94,278.52,457.24
ad_2025-01-28_tiktok_paid,2025-01-28,tiktok_paid,campaign_8,adset_26,creative_80,76875,1557,118,639.93,1294.72
ad_2025-01-29_meta_paid,2025-01-29,meta_paid,campaign_19,adset_42,creative_59,85515,1700,199,392.52,864.42
ad_2025-01-29_tiktok_paid,2025-01-29,tiktok_paid,campaign_12,adset_46,creative_20,12202,593,185,613.12,1611.26
ad_2025-01-30_meta_paid,2025-01-30,meta_paid,campaign_19,adset_24,creative_2,67247,1356,173,395.92,1006.18
ad_2025-01-30_tiktok_paid,2025-01-30,tiktok_paid,campaign_9,adset_23,creative_60,19454,319,21,543.46,1404.53
ad_2025-01-31_meta_paid,2025-01-31,meta_paid,campaign_2,adset_11,creative_79,81958,532,149,467.9,883.66
ad_2025-01-31_tiktok_paid,2025-01-31,tiktok_paid,campaign_12,adset_46,creative_34,50454,1519,165,559.68,1363.11
ad_2025-02-01_meta_paid,2025-02-01,meta_paid,campaign_13,adset_6,creative_71,36199,1620,15,357.63,526.91
ad_2025-02-01_tiktok_paid,2025-02-01,tiktok_paid,campaign_9,adset_37,creative_83,90210,572,184,92.47,250.62
ad_2025-02-02_meta_paid,2025-02-02,meta_paid,campaign_20,adset_24,creative_34,36694,476,78,766.13,2043.55
ad_2025-02-02_tiktok_paid,2025-02-02,tiktok_paid,campaign_3,adset_1,creative_42,76356,683,59,413.02,1232.95
ad_2025-02-03_meta_paid,2025-02-03,meta_paid,campaign_7,adset_8,creative_79,83417,1481,43,535.97,1194.44
ad_2025-02-03_tiktok_paid,2025-02-03,tiktok_paid,campaign_4,adset_42,creative_37,35878,1038,124,496.22,661.98
ad_2025-02-04_meta_paid,2025-02-04,meta_paid,campaign_12,adset_2,creative_35,29845,157,64,213.87,271.29
ad_2025-02-04_tiktok_paid,2025-02-04,tiktok_paid,campaign_1,adset_47,creative_7,54165,1721,36,323.6,824.87
ad_2025-02-05_meta_paid,2025-02-05,meta_paid,campaign_2,adset_49,creative_4,58420,1358,36,415.39,710.19
ad_2025-02-05_tiktok_paid,2025-02-05,tiktok_paid,campaign_6,adset_20,creative_7,74269,997,180,540.44,802.57
ad_2025-02-06_meta_paid,2025-02-06,meta_paid,campaign_14,adset_7,creative_37,11669,189,90,378.54,888.76
ad_2025-02-06_tiktok_paid,2025-02-06,tiktok_paid,campaign_2,adset_47,creative_25,61086,996,51,768.73,1604.24
ad_2025-02-07_meta_paid,2025-02-07,meta_paid,campaign_12,adset_22,creative_92,76993,502,47,367.78,1024.81
ad_2025-02-07_tiktok_paid,2025-02-07,tiktok_paid,campaign_17,adset_3,creative_30,45379,1650,28,525.75,1296.87
ad_2025-02-08_meta_paid,2025-02-08,meta_paid,campaign_1,adset_48,creative_69,91865,1742,68,492.34,1128.31
ad_2025-02-08_tiktok_paid,2025-02-08,tiktok_paid,campaign_7,adset_49,creative_33,92346,558,45,164.3,450.27
ad_2025-02-09_meta_paid,2025-02-09,meta_paid,campaign_2,adset_8,creative_14,99159,389,171,837.28,1404.9
ad_2025-02-09_tiktok_paid,2025-02-09,tiktok_paid,campaign_1,adset_13,creative_54,54863,1309,86,176.17,462.51
ad_2025-02-10_meta_paid,2025-02-10,meta_paid,campaign_9,adset_41,creative_36,23592,1761,171,970.5,2748.61
ad_2025-02-10_tiktok_paid,2025-02-10,tiktok_paid,campaign_20,adset_5,creative_37,99253,404,49,602.84,1268.77
ad_2025-02-11_meta_paid,2025-02-11,meta_paid,campaign_19,adset_18,creative_15,98217,1097,42,1413.12,3759.23
ad_2025-02-11_tiktok_paid,2025-02-11,tiktok_paid,campaign_13,adset_28,creative_71,89154,422,32,731.65,1720.65
ad_2025-02-12_meta_paid,2025-02-12,meta_paid,campaign_14,adset_14,creative_47,83371,436,45,1068.24,3109.48
ad_2025-02-12_tiktok_paid,2025-02-12,tiktok_paid,campaign_18,adset_2,creative_14,32058,342,127,1129.3,2655.82
ad_2025-02-13_meta_paid,2025-02-13,meta_paid,campaign_16,adset_42,creative_85,13083,253,46,782.57,2174.47
ad_2025-02-13_tiktok_paid,2025-02-13,tiktok_paid,campaign_7,adset_43,creative_33,60348,1841,127,680.02,1827.99
ad_2025-02-14_meta_paid,2025-02-14,meta_paid,campaign_10,adset_26,creative_55,97057,1386,30,266.08,706.83
ad_2025-02-14_tiktok_paid,2025-02-14,tiktok_paid,campaign_1,adset_27,creative_40,21293,238,83,741.2,2220.5
ad_2025-02-15_meta_paid,2025-02-15,meta_paid,campaign_11,adset_21,creative_72,47533,1260,55,261.43,566.95
ad_2025-02-15_tiktok_paid,2025-02-15,tiktok_paid,campaign_17,adset_47,creative_71,61637,1671,60,696.76,1794.58
ad_2025-02-16_meta_paid,2025-02-16,meta_paid,campaign_18,adset_9,creative_43,13567,901,37,1034.88,1250.02
ad_2025-02-16_tiktok_paid,2025-02-16,tiktok_paid,campaign_16,adset_39,creative_23,86234,708,83,218.71,404.5
ad_2025-02-17_meta_paid,2025-02-17,meta_paid,campaign_4,adset_13,creative_74,77387,1989,194,91.25,273.48
ad_2025-02-17_tiktok_paid,2025-02-17,tiktok_paid,campaign_5,adset_28,creative_99,37912,1921,51,859.65,2209.35
ad_2025-02-18_meta_paid,2025-02-18,meta_paid,campaign_16,adset_22,creative_9,71653,926,129,517.57,1177.63
ad_2025-02-18_tiktok_paid,2025-02-18,tiktok_paid,campaign_9,adset_49,creative_7,99014,860,46,113.85,247.7
ad_2025-02-19_meta_paid,2025-02-19,meta_paid,campaign_20,adset_11,creative_93,14586,943,106,536.59,1187.13
ad_2025-02-19_tiktok_paid,2025-02-19,tiktok_paid,campaign_1,adset_40,creative_33,38866,929,17,374.9,738.53
ad_2025-02-20_meta_paid,2025-02-20,meta_paid,campaign_6,adset_39,creative_60,64819,1222,92,560.18,1547.23
ad_2025-02-20_tiktok_paid,2025-02-20,tiktok_paid,campaign_11,adset_39,creative_9,14278,1353,165,365.2,830.51
ad_2025-02-21_meta_paid,2025-02-21,meta_paid,campaign_15,adset_39,creative_33,82198,421,167,303.9,578.3
ad_2025-02-21_tiktok_paid,2025-02-21,tiktok_paid,campaign_13,adset_38,creative_17,49372,1379,148,481.15,716.02
ad_2025-02-22_meta_paid,2025-02-22,meta_paid,campaign_2,adset_16,creative_44,88087,1513,122,127.84,331.62
ad_2025-02-22_tiktok_paid,2025-02-22,tiktok_paid,campaign_8,adset_45,creative_42,38619,539,151,169.94,447.96
ad_2025-02-23_meta_paid,2025-02-23,meta_paid,campaign_14,adset_39,creative_97,93369,482,167,286.47,837.06
ad_2025-02-23_tiktok_paid,2025-02-23,tiktok_paid,campaign_7,adset_25,creative_26,48739,893,177,569.52,1304.9
ad_2025-02-24_meta_paid,2025-02-24,meta_paid,campaign_1,adset_41,creative_15,45666,701,188,778.65,1936.97
ad_2025-02-24_tiktok_paid,2025-02-24,tiktok_paid,campaign_3,adset_32,creative_9,95858,1237,127,626.27,929.25
ad_2025-02-25_meta_paid,2025-02-25,meta_paid,campaign_10,adset_37,creative_51,79333,691,59,232.75,279.71
ad_2025-02-25_tiktok_paid,2025-02-25,tiktok_paid,campaign_9,adset_16,creative_90,32500,794,21,270.12,628.48
ad_2025-02-26_meta_paid,2025-02-26,meta_paid,campaign_19,adset_20,creative_27,40768,523,117,664.91,1396.94
ad_2025-02-26_tiktok_paid,2025-02-26,tiktok_paid,campaign_13,adset_44,creative_39,55582,471,162,228.65,570.8
ad_2025-02-27_meta_paid,2025-02-27,meta_paid,campaign_13,adset_19,creative_62,78240,934,81,634.22,1370.57
ad_2025-02-27_tiktok_paid,2025-02-27,tiktok_paid,campaign_17,adset_9,creative_54,24755,1383,133,135.62,261.81
ad_2025-02-28_meta_paid,2025-02-28,meta_paid,campaign_18,adset_37,creative_34,23312,1223,162,342.83,669.76
ad_2025-02-28_tiktok_paid,2025-02-28,tiktok_paid,campaign_15,adset_7,creative_13,22134,1567,197,486.78,1057.28
ad_2025-03-01_meta_paid,2025-03-01,meta_paid,campaign_16,adset_50,creative_32,87713,1964,63,258.34,310.33
ad_2025-03-01_tiktok_paid,2025-03-01,tiktok_paid,campaign_10,adset_46,creative_83,53106,723,27,329.19,414.03
ad_2025-03-02_meta_paid,2025-03-02,meta_paid,campaign_16,adset_10,creative_23,51360,1526,155,336.86,696.6
ad_2025-03-02_tiktok_paid,2025-03-02,tiktok_paid,campaign_12,adset_35,creative_2,37229,1620,143,241.38,700.85
ad_2025-03-03_meta_paid,2025-03-03,meta_paid,campaign_18,adset_40,creative_28,73794,490,104,343.74,456.27
ad_2025-03-03_tiktok_paid,2025-03-03,tiktok_paid,campaign_3,adset_5,creative_84,61931,949,38,552.01,1069.84
ad_2025-03-04_meta_paid,2025-03-04,meta_paid,campaign_13,adset_37,creative_26,85670,460,156,147.27,197.71
ad_2025-03-04_tiktok_paid,2025-03-04,tiktok_paid,campaign_5,adset_42,creative_23,11886,1192,88,715.64,873.6
ad_2025-03-05_meta_paid,2025-03-05,meta_paid,campaign_12,adset_16,creative_91,98968,1208,173,519.11,1273.56
ad_2025-03-05_tiktok_paid,2025-03-05,tiktok_paid,campaign_10,adset_47,creative_24,46314,858,41,837.69,2255.38
ad_2025-03-06_meta_paid,2025-03-06,meta_paid,campaign_6,adset_1,creative_60,51379,1012,14,444.06,1331.64
ad_2025-03-06_tiktok_paid,2025-03-06,tiktok_paid,campaign_3,adset_44,creative_67,90427,452,115,487.55,1231.78
ad_2025-03-07_meta_paid,2025-03-07,meta_paid,campaign_11,adset_16,creative_77,16506,1027,60,262.89,752.36
ad_2025-03-07_tiktok_paid,2025-03-07,tiktok_paid,campaign_6,adset_11,creative_56,66341,887,97,444.45,816.0
ad_2025-03-08_meta_paid,2025-03-08,meta_paid,campaign_15,adset_27,creative_99,52482,1293,56,71.27,92.19
ad_2025-03-08_tiktok_paid,2025-03-08,tiktok_paid,campaign_10,adset_20,creative_33,29693,648,56,119.07,151.52
ad_2025-03-09_meta_paid,2025-03-09,meta_paid,campaign_5,adset_34,creative_81,63531,1505,49,235.6,329.36
ad_2025-03-09_tiktok_paid,2025-03-09,tiktok_paid,campaign_12,adset_4,creative_100,62135,1739,183,112.12,193.08
ad_2025-03-10_meta_paid,2025-03-10,meta_paid,campaign_11,adset_43,creative_57,23646,1632,168,601.9,1261.12
ad_2025-03-10_tiktok_paid,2025-03-10,tiktok_paid,campaign_4,adset_46,creative_18,68515,1957,90,156.51,399.94
ad_2025-03-11_meta_paid,2025-03-11,meta_paid,campaign_9,adset_45,creative_42,72381,558,17,459.8,1050.12
ad_2025-03-11_tiktok_paid,2025-03-11,tiktok_paid,campaign_1,adset_33,creative_77,95404,899,73,515.93,1449.25
ad_2025-03-12_meta_paid,2025-03-12,meta_paid,campaign_19,adset_8,creative_14,16230,1782,130,204.88,439.43
ad_2025-03-12_tiktok_paid,2025-03-12,tiktok_paid,campaign_3,adset_2,creative_18,97103,1258,49,142.63,185.67
ad_2025-03-13_meta_paid,2025-03-13,meta_paid,campaign_12,adset_1,creative_86,48194,1973,130,690.22,1265.95
ad_2025-03-13_tiktok_paid,2025-03-13,tiktok_paid,campaign_7,adset_46,creative_6,68772,1611,67,615.43,1696.89
ad_2025-03-14_meta_paid,2025-03-14,meta_paid,campaign_20,adset_19,creative_1,75187,365,109,270.39,686.56
ad_2025-03-14_tiktok_paid,2025-03-14,tiktok_paid,campaign_7,adset_27,creative_38,90805,1876,170,330.38,839.29
ad_2025-03-15_meta_paid,2025-03-15,meta_paid,campaign_7,adset_17,creative_77,21012,755,94,519.11,1382.03
ad_2025-03-15_tiktok_paid,2025-03-15,tiktok_paid,campaign_20,adset_19,creative_29,89521,1909,64,611.54,1522.23
ad_2025-03-16_meta_paid,2025-03-16,meta_paid,campaign_10,adset_49,creative_76,99426,1990,30,291.24,713.3
ad_2025-03-16_tiktok_paid,2025-03-16,tiktok_paid,campaign_18,adset_45,creative_33,17522,365,40,121.24,169.68
ad_2025-03-17_meta_paid,2025-03-17,meta_paid,campaign_9,adset_47,creative_75,46468,1007,139,635.76,1156.65
ad_2025-03-17_tiktok_paid,2025-03-17,tiktok_paid,campaign_1,adset_36,creative_80,32976,1416,167,471.62,1119.83
ad_2025-03-18_meta_paid,2025-03-18,meta_paid,campaign_6,adset_21,creative_59,90305,154,60,593.8,1736.97
ad_2025-03-18_tiktok_paid,2025-03-18,tiktok_paid,campaign_12,adset_5,creative_48,14017,411,64,733.09,2065.9
ad_2025-03-19_meta_paid,2025-03-19,meta_paid,campaign_8,adset_11,creative_68,56690,904,167,278.74,586.57
ad_2025-03-19_tiktok_paid,2025-03-19,tiktok_paid,campaign_20,adset_48,creative_7,91378,1521,116,161.11,387.37
ad_2025-03-20_meta_paid,2025-03-20,meta_paid,campaign_19,adset_45,creative_31,81827,1294,134,361.32,1057.03
ad_2025-03-20_tiktok_paid,2025-03-20,tiktok_paid,campaign_7,adset_39,creative_79,78635,1206,37,444.75,837.71
ad_2025-03-21_meta_paid,2025-03-21,meta_paid,campaign_14,adset_35,creative_94,35860,811,137,92.79,236.79
ad_2025-03-21_tiktok_paid,2025-03-21,tiktok_paid,campaign_16,adset_11,creative_97,20076,1205,31,632.05,1131.79
ad_2025-03-22_meta_paid,2025-03-22,meta_paid,campaign_2,adset_26,creative_61,27010,649,63,415.97,1007.22
ad_2025-03-22_tiktok_paid,2025-03-22,tiktok_paid,campaign_12,adset_35,creative_84,26690,1043,17,310.27,559.81
ad_2025-03-23_meta_paid,2025-03-23,meta_paid,campaign_10,adset_19,creative_27,30047,1878,35,769.82,1990.31
ad_2025-03-23_tiktok_paid,2025-03-23,tiktok_paid,campaign_10,adset_7,creative_85,65521,682,77,642.81,1631.68
ad_2025-03-24_meta_paid,2025-03-24,meta_paid,campaign_14,adset_44,creative_58,29620,1480,91,329.31,582.51
ad_2025-03-24_tiktok_paid,2025-03-24,tiktok_paid,campaign_4,adset_45,creative_24,53638,1468,164,694.83,1629.07
ad_2025-03-25_meta_paid,2025-03-25,meta_paid,campaign_11,adset_2,creative_97,80147,1948,163,213.51,410.11
ad_2025-03-25_tiktok_paid,2025-03-25,tiktok_paid,campaign_20,adset_14,creative_2,62260,1510,187,475.89,1254.52
ad_2025-03-26_meta_paid,2025-03-26,meta_paid,campaign_12,adset_36,creative_41,81572,691,138,176.63,391.36
ad_2025-03-26_tiktok_paid,2025-03-26,tiktok_paid,campaign_17,adset_18,creative_45,33516,1680,49,771.96,1608.7
ad_2025-03-27_meta_paid,2025-03-27,meta_paid,campaign_16,adset_22,creative_50,28670,434,55,675.14,1518.31
ad_2025-03-27_tiktok_paid,2025-03-27,tiktok_paid,campaign_16,adset_3,creative_69,13083,730,21,498.44,837.14
ad_2025-03-28_meta_paid,2025-03-28,meta_paid,campaign_2,adset_34,creative_84,27243,1153,129,409.61,576.95
ad_2025-03-28_tiktok_paid,2025-03-28,tiktok_paid,campaign_7,adset_31,creative_64,46865,147,49,186.32,401.96
ad_2025-03-29_meta_paid,2025-03-29,meta_paid,campaign_12,adset_10,creative_26,47184,501,31,528.75,1121.55
ad_2025-03-29_tiktok_paid,2025-03-29,tiktok_paid,campaign_8,adset_40,creative_41,47848,1844,194,736.43,1356.33
ad_2025-03-30_meta_paid,2025-03-30,meta_paid,campaign_14,adset_4,creative_83,39499,1480,113,273.96,588.47
ad_2025-03-30_tiktok_paid,2025-03-30,tiktok_paid,campaign_12,adset_42,creative_99,26312,497,15,359.84,874.57
ad_2025-03-31_meta_paid,2025-03-31,meta_paid,campaign_19,adset_47,creative_36,39565,143,98,840.85,1093.43
ad_2025-03-31_tiktok_paid,2025-03-31,tiktok_paid,campaign_16,adset_12,creative_93,44977,149,176,503.46,855.24
ad_2025-04-01_meta_paid,2025-04-01,meta_paid,campaign_1,adset_8,creative_10,31649,1559,76,594.91,1587.9
ad_2025-04-01_tiktok_paid,2025-04-01,tiktok_paid,campaign_8,adset_8,creative_85,57143,1506,178,211.54,622.22
ad_2025-04-02_meta_paid,2025-04-02,meta_paid,campaign_2,adset_3,creative_9,48043,653,20,815.78,1533.96
ad_2025-04-02_tiktok_paid,2025-04-02,tiktok_paid,campaign_15,adset_14,creative_62,14762,1070,140,361.84,875.32
ad_2025-04-03_meta_paid,2025-04-03,meta_paid,campaign_7,adset_25,creative_13,73724,1216,73,851.39,2520.44
ad_2025-04-03_tiktok_paid,2025-04-03,tiktok_paid,campaign_8,adset_50,creative_50,27891,1008,36,85.94,104.23
ad_2025-04-04_meta_paid,2025-04-04,meta_paid,campaign_10,adset_41,creative_16,31253,1316,26,720.8,1569.06
ad_2025-04-04_tiktok_paid,2025-04-04,tiktok_paid,campaign_17,adset_21,creative_69,58168,417,189,285.86,619.76
ad_2025-04-05_meta_paid,2025-04-05,meta_paid,campaign_13,adset_4,creative_6,12564,1655,34,704.6,1468.46
ad_2025-04-05_tiktok_paid,2025-04-05,tiktok_paid,campaign_14,adset_4,creative_45,36328,1849,166,501.7,1260.79
ad_2025-04-06_meta_paid,2025-04-06,meta_paid,campaign_19,adset_42,creative_30,32177,715,81,617.51,1411.06
ad_2025-04-06_tiktok_paid,2025-04-06,tiktok_paid,campaign_9,adset_35,creative_45,36507,1560,80,594.01,1720.12
ad_2025-04-07_meta_paid,2025-04-07,meta_paid,campaign_15,adset_6,creative_93,53454,991,93,574.22,1379.34
ad_2025-04-07_tiktok_paid,2025-04-07,tiktok_paid,campaign_9,adset_22,creative_63,29465,509,97,819.52,1178.61
ad_2025-04-08_meta_paid,2025-04-08,meta_paid,campaign_19,adset_3,creative_48,59153,279,23,213.56,414.31
ad_2025-04-08_tiktok_paid,2025-04-08,tiktok_paid,campaign_15,adset_25,creative_41,14957,605,166,662.42,1309.57
ad_2025-04-09_meta_paid,2025-04-09,meta_paid,campaign_8,adset_45,creative_75,20877,1799,20,232.82,509.67
ad_2025-04-09_tiktok_paid,2025-04-09,tiktok_paid,campaign_10,adset_19,creative_98,80371,787,115,372.31,1062.23
ad_2025-04-10_meta_paid,2025-04-10,meta_paid,campaign_1,adset_25,creative_6,59269,640,200,584.13,913.75
ad_2025-04-10_tiktok_paid,2025-04-10,tiktok_paid,campaign_13,adset_36,creative_43,69062,150,86,283.45,374.63
ad_2025-04-11_meta_paid,2025-04-11,meta_paid,campaign_5,adset_18,creative_100,17644,1076,71,709.05,1482.37
ad_2025-04-11_tiktok_paid,2025-04-11,tiktok_paid,campaign_20,adset_45,creative_76,23442,1936,48,830.38,2246.57
ad_2025-04-12_meta_paid,2025-04-12,meta_paid,campaign_3,adset_2,creative_14,99548,1139,187,571.66,777.67
ad_2025-04-12_tiktok_paid,2025-04-12,tiktok_paid,campaign_16,adset_4,creative_66,75644,1531,83,731.99,1424.81
ad_2025-04-13_meta_paid,2025-04-13,meta_paid,campaign_13,adset_23,creative_12,11969,1666,78,101.89,259.98
ad_2025-04-13_tiktok_paid,2025-04-13,tiktok_paid,campaign_15,adset_20,creative_67,80838,1929,119,747.99,1173.55
ad_2025-04-14_meta_paid,2025-04-14,meta_paid,campaign_20,adset_43,creative_68,72589,231,83,486.2,872.89
ad_2025-04-14_tiktok_paid,2025-04-14,tiktok_paid,campaign_14,adset_1,creative_17,24193,1342,10,337.91,968.52
ad_2025-04-15_meta_paid,2025-04-15,meta_paid,campaign_3,adset_34,creative_93,96968,1771,102,351.19,638.34
ad_2025-04-15_tiktok_paid,2025-04-15,tiktok_paid,campaign_16,adset_50,creative_94,51661,982,127,563.79,1073.08
ad_2025-04-16_meta_paid,2025-04-16,meta_paid,campaign_13,adset_9,creative_76,60821,405,116,224.1,623.9
ad_2025-04-16_tiktok_paid,2025-04-16,tiktok_paid,campaign_1,adset_26,creative_100,45601,1064,111,787.46,2343.29
ad_2025-04-17_meta_paid,2025-04-17,meta_paid,campaign_2,adset_16,creative_25,36466,152,31,526.68,836.51
ad_2025-04-17_tiktok_paid,2025-04-17,tiktok_paid,campaign_16,adset_2,creative_85,53144,1305,179,719.54,1877.42
ad_2025-04-18_meta_paid,2025-04-18,meta_paid,campaign_20,adset_20,creative_32,36505,1622,71,455.37,684.04
ad_2025-04-18_tiktok_paid,2025-04-18,tiktok_paid,campaign_4,adset_11,creative_30,79876,742,193,267.52,442.31
ad_2025-04-19_meta_paid,2025-04-19,meta_paid,campaign_7,adset_32,creative_2,71323,1122,148,189.62,442.83
ad_2025-04-19_tiktok_paid,2025-04-19,tiktok_paid,campaign_1,adset_7,creative_32,67547,639,136,404.94,572.94
ad_2025-04-20_meta_paid,2025-04-20,meta_paid,campaign_6,adset_32,creative_67,16739,1910,24,486.31,1352.8
ad_2025-04-20_tiktok_paid,2025-04-20,tiktok_paid,campaign_4,adset_43,creative_9,24975,976,173,442.89,601.79
ad_2025-04-21_meta_paid,2025-04-21,meta_paid,campaign_20,adset_37,creative_74,22203,707,128,406.98,951.52
ad_2025-04-21_tiktok_paid,2025-04-21,tiktok_paid,campaign_6,adset_45,creative_23,58062,1126,66,582.74,904.59
ad_2025-04-22_meta_paid,2025-04-22,meta_paid,campaign_2,adset_14,creative_24,16183,413,187,435.19,727.11
ad_2025-04-22_tiktok_paid,2025-04-22,tiktok_paid,campaign_13,adset_42,creative_87,76939,1778,10,112.05,166.71
ad_2025-04-23_meta_paid,2025-04-23,meta_paid,campaign_15,adset_46,creative_36,64508,1913,88,178.3,346.64
